ORG_ID|NAME|ORG_NAME|POSITION|BIQ_PERSON_ID|GENDER
5000016|Jess Søderberg|Carlsberg|directorship Vice|447570|Mand
5000016|Jørgen Buhl Rasmussen|Carlsberg|Executive Post CEO|464893|Mand
5000016|Jørn Peter Jensen|Carlsberg|Executive Post|475857|Mand
5000016|Per Christian Øhrgaard|Carlsberg|directorship|604177|Mand
5000016|Søren-Peter Olesen|Carlsberg|directorship|663960|Mand
5000016|Bent Ole Petersen|Carlsberg|Directorship Employee representative|708756|Mand
5000016|Niels Kærgaard|Carlsberg|directorship|956480|Mand
5000016|Flemming Besenbacher|Carlsberg|Member of the board chairman|1158308|Mand
5000016|Peter Petersen|Carlsberg|Directorship Employee representative|1258464|Mand
5000016|Lars Stemmerik|Carlsberg|directorship|1600558|Mand
5000016|Cornelis Job van der Graaf|Carlsberg|directorship|1716786|Mand
5000016|Richard Burrows|Carlsberg|directorship|1716787|Mand
5000016|Thomas Knudsen|Carlsberg|directorship|17046263|Mand
5000016|Donna Marie Cordner|Carlsberg|directorship|17155344|Kvinde
5000016|Elisabeth Fleuriot|Carlsberg|directorship|17155345|Kvinde
5000319|Anna Britta Dalunde|Carlson Wagonlit|Executive Post|252846|Kvinde
5000319|Patrick Nikaan Andersen|Carlson Wagonlit|Member of the board chairman|593271|Mand
5000319|Anne Mette Kjellin|Carlson Wagonlit|Directorship Employee representative|1417966|Kvinde
5000319|Sophie Christine Jeanne Hulgard|Carlson Wagonlit|Executive Post CEO|1629576|Kvinde
5000319|Palle Bruun|Carlson Wagonlit|Directorship Employee representative|1671355|Mand
5000319|Pierre Albert Charles Milet|Carlson Wagonlit|directorship|1838142|Mand
5000618|Bo Almar Knudsen|Carnegie Asset Man.|Executive Post CEO|289597|Mand
5000618|Hugo Andersen|Carnegie Asset Man.|Member of the board chairman|409032|Mand
5000618|Lars Andersen|Carnegie Asset Man.|directorship|513857|Mand
5000618|Steinar Lundstrøm|Carnegie Asset Man.|directorship|1652093|Mand
5000689|Mikkel Østerby Noesgaard|CBB Mobil|Executive Post|1409843|Mand
5000689|Henrik Skov|CBB Mobil|directorship|1594155|Mand
5000689|Jon Erik Haug|CBB Mobil|Member of the board chairman|1871970|Mand
5000689|Mattias Ringqvist|CBB Mobil|directorship|7368323|Mand
5000576|Askov Boutrup|CC&CO|Executive Post|265781|Mand
5000576|Jørgen Bundgaard Lauritsen|CC&CO|directorship|464907|Mand
5000576|Jørgen Nielsen|CC&CO|Executive Post CEO|470422|Mand
5000576|Arne Sørensen|CC&CO|directorship|1401751|Mand
5000576|Bjarne Lunding|CC&CO|Executive Post CFO|1693942|Mand
5000576|Marcus Gillioen|CC&CO|Member of the board chairman|1770375|Mand
5000576|Mirko Vonk|CC&CO|directorship|1770390|Mand
5000892|Erik Benny Winther|CEMB|Executive Post|333554|Mand
5000887|Hans Johannes Votborg|Ceste Træ|Executive Post|381520|Mand
5000887|Kai Mathiasson Jessen|Ceste Træ|Member of the board chairman|477360|Mand
5000887|Lars Ulrik Malle|Ceste Træ|directorship|521122|Mand
5000887|Niels Henrik Bornerup|Ceste Træ|directorship|569943|Mand
5000887|Niels Johan Pedersen|Ceste Træ|directorship|570738|Mand
5000887|Torben Toftdahl Olesen|Ceste Træ|directorship|681188|Mand
5001021|Jens Hørby Jensen|CG Jensen|directorship|437026|Mand
5001021|Peter Schäfer|CG Jensen|Member of the board chairman|612646|Mand
5001021|Michael Spanggaard Larsen|CG Jensen|Executive Post CEO|981994|Mand
5000349|Carl Erik Larsen|Chokodan Struer|Executive Post|298421|Mand
5000144|Carsten Hellmann|Chr. Hansen|Executive Post|301647|Mand
5000144|Henrik Poulsen|Chr. Hansen|directorship|404285|Mand
5000144|Jørgen Okkels Nielsen|Chr. Hansen|directorship|470723|Mand
5000144|Lars Vinge Frederiksen|Chr. Hansen|Executive Post CEO|521278|Mand
5000144|Mark Anthony Wilson|Chr. Hansen|directorship|545435|Mand
5000144|Martin Gerhard Seidel|Chr. Hansen|directorship|627564|Mand
5000144|Svend Laulund|Chr. Hansen|directorship|657353|Mand
5000144|Carsten Bennike|Chr. Hansen|Executive Post|918211|Mand
5000144|Ole Andersen|Chr. Hansen|Member of the board chairman|1002243|Mand
5000144|Klaus Pedersen|Chr. Hansen|Executive Post|1090545|Mand
5000144|Jesper Preben Allentoft|Chr. Hansen|Executive Post|1143057|Mand
5000144|Frédéric Stévenin|Chr. Hansen|directorship Vice|1165934|Mand
5000144|Knud Vindfeldt|Chr. Hansen|Executive Post|1229619|Mand
5000144|Anne Laura d'Engremont|Chr. Hansen|directorship|1796212|Kvinde
5000144|Henrik Dalbøge|Chr. Hansen|Executive Post|1797290|Mand
5000144|Didier Fernand Debrosse|Chr. Hansen|directorship|17040257|Mand
5000412|Jens Havskov Thorsen|Chr. Olesen Group|directorship|436468|Mand
5000412|Mads Christian Olesen|Chr. Olesen Group|directorship|539193|Mand
5000412|Ole Christian Frosth Olesen|Chr. Olesen Group|directorship|580442|Mand
5000412|Stig Pastwa|Chr. Olesen Group|Member of the board chairman|1262014|Mand
5000412|Steen Meldgaard Astrup|Chr. Olesen Group|directorship|1554393|Mand
5000237|Lone Marie Koch|Cimber Sterling|directorship|234983|Kvinde
5000237|Carsten Jakobsen|Cimber Sterling|directorship|301878|Mand
5000237|Jesper Jarlbæk|Cimber Sterling|directorship|445725|Mand
5000237|John Fahnøe Christiansen|Cimber Sterling|directorship|454462|Mand
5000237|Jørgen Lindegaard|Cimber Sterling|directorship|469602|Mand
5000237|Vilhelm Eigil Hahn-Petersen|Cimber Sterling|directorship Vice|692924|Mand
5000237|Sten Vestergård-Poulsen|Cimber Sterling|directorship|1226430|Mand
5000237|Jacob Saaby Krogsgaard|Cimber Sterling|Executive Post|1475442|Mand
5000237|Gregory Gurtovoy|Cimber Sterling|Member of the board chairman|16810012|Mand
5000237|Piotr Ikanowicz|Cimber Sterling|directorship|16810013|Mand
5000237|Timur Novikov|Cimber Sterling|directorship|16810014|Mand
5000237|Jan Olof Palmér|Cimber Sterling|Executive Post CEO|16861821|Mand
5000237|Martins Antonovics|Cimber Sterling|Executive Post|17073549|Mand
5000583|Carl Thomas Blom|City-Trafik|directorship|299731|Mand
5000583|Johannes Sloth|City-Trafik|Member of the board chairman|452521|Mand
5000583|Michael Brandt-Nielsen|City-Trafik|Executive Post CEO|551534|Mand
5000583|Almir Crneta|City-Trafik|Directorship Employee representative|1001306|Mand
5000583|Preben Ingemann Jensen|City-Trafik|Directorship Employee representative|1325486|Mand
5000583|Nicolas Luc Daniel Vandevyver|City-Trafik|directorship|1835463|Mand
5000583|Didier Pauletto|City-Trafik|directorship|16915768|Mand
5000291|Annette Bjerring Kristensen|Claus Sørensen|Member of the board chairman|258134|Kvinde
5000291|Frede Michael Holdorff|Claus Sørensen|directorship|360041|Mand
5000291|John Riis Andersen|Claus Sørensen|directorship|457823|Mand
5000291|Kristoffer Jarl Kristensen|Claus Sørensen|directorship Vice|509553|Mand
5000291|Karoline Amalie Kristensen|Claus Sørensen|directorship|1849084|Kvinde
5000291|Malene Pedersen Ewald|Claus Sørensen|directorship|1996764|Kvinde
5000292|Frank Gülnar Jensen|Clipper Group|Member of the board chairman|357102|Mand
5000292|Hans Lütke Levy|Clipper Group|directorship|383639|Mand
5000292|Henrik Lund Dal|Clipper Group|Executive Post CEO|403241|Mand
5000292|Jørn Qviste|Clipper Group|directorship|475936|Mand
5000292|Per Gullestrup|Clipper Group|Executive Post|599155|Mand
5000292|Torben Gulnar Jensen|Clipper Group|directorship Vice|678601|Mand
5000292|Søren Strøm Pedersen|Clipper Group|Executive Post CFO|1001748|Mand
5000740|Helge Ole Dam Nielsen|CNH Danmark|directorship|392045|Mand
5000740|Peter Friis|CNH Danmark|Executive Post|607490|Mand
5000740|Hans Peter Sørensen|CNH Danmark|Member of the board chairman|1074985|Mand
5000740|Lars Skjoldager Sørensen|CNH Danmark|Executive Post|1827785|Mand
5000740|Henrik Starup-Hansen|CNH Danmark|directorship|1866983|Mand
5000317|Michael Ring|CO-RO Holding|Member of the board chairman|554694|Mand
5000317|Ole Jørgensen|CO-RO Holding|Executive Post CEO|583057|Mand
5000317|Preben Edvard Kønig|CO-RO Holding|directorship|625196|Mand
5000317|Annette Stougaard|CO-RO Holding|directorship|1256715|Kvinde
5000317|Bo Lundberg|CO-RO Holding|directorship|1601457|Mand
5000116|Lars Nørby Johansen|Codan|directorship|239996|Mand
5000116|Anthony Piers Latham|Codan|directorship Vice|260408|Mand
5000116|Christian Sletten|Codan|Member of the board elected by employees|308881|Mand
5000116|Henrik Müllertz|Codan|Member of the board elected by employees|403737|Mand
5000116|Marianne Philip|Codan|directorship|544173|Kvinde
5000116|Vibeke Krag|Codan|Executive Post|1043775|Kvinde
5000116|Simon Philip Guy Lee|Codan|Member of the board chairman|1293311|Mand
5000116|Rowan Brian Saunders|Codan|directorship|1484385|Mand
5000116|Jørgen Lykke|Codan|directorship|1584913|Mand
5000116|Andrew John Burke|Codan|directorship|1711312|Mand
5000564|Hans Oluf Krog|Colas Danmark|Executive Post Managing Dir|384528|Mand
5000564|Jørgen Søndergaard Larsen|Colas Danmark|Member of the board elected by employees|472773|Mand
5000564|Anne Marie Wennevold|Colas Danmark|Executive Post CFO|927479|Kvinde
5000564|Claus Thorup|Colas Danmark|directorship|1585677|Mand
5000564|Frédéric Roussel|Colas Danmark|Member of the board chairman|1793999|Mand
5000564|Gregory Thierry Oriol|Colas Danmark|directorship Vice|1910430|Mand
5000564|Nils-Erik Strube|Colas Danmark|Member of the board elected by employees|1910432|Mand
5000564|Laurent Le Boulch|Colas Danmark|directorship|17137219|Mand
5000345|Henrik Holm-Nielsen|Colgate-Palmolive|directorship Chairman|402114|Mand
5000345|Jesper Andersen|Colgate-Palmolive|directorship|444650|Mand
5000345|Peter Mikkelsen|Colgate-Palmolive|directorship|610998|Mand
5000345|Erik Anders Rasmussen|Colgate-Palmolive|Directorship Employee representative|1173624|Mand
5000345|Lisbeth Top Jensen|Colgate-Palmolive|Directorship Employee representative|1449377|Kvinde
5000345|Massimo Poli|Colgate-Palmolive|Executive Post CEO|1745216|Mand
5000345|Peter John Graylin|Colgate-Palmolive|directorship|1787328|Mand
5000074|Jørgen Tang-Jensen|Coloplast|directorship|472831|Mand
5000074|Lars Søren Rasmussen|Coloplast|Executive Post CEO|520768|Mand
5000074|Lene Skole-Sørensen|Coloplast|Executive Post|528590|Kvinde
5000074|Michael Pram Rasmussen|Coloplast|Member of the board chairman|554525|Mand
5000074|Niels Peter Louis-Hansen|Coloplast|directorship Vice|573815|Mand
5000074|Per Ossip Magid|Coloplast|directorship|601428|Mand
5000074|Sven Håkan Björklund|Coloplast|directorship|929278|Mand
5000074|Thomas Barfod|Coloplast|Directorship Employee representative|1393994|Mand
5000074|Brian Petersen|Coloplast|directorship|1478854|Mand
5000074|Gitte Böse Andersen|Coloplast|directorship|1953907|Kvinde
5000074|Torben Rasmussen|Coloplast|directorship|1953908|Mand
5000578|Trond Hans Kleivdal|Color Line|directorship Chairman|684170|Mand
5000578|Pål Heldrup Rasmussen|Color Line|directorship|1504923|Mand
5000578|Mette Krabberød|Color Line|directorship|1656114|Kvinde
5000578|Henrik Renneberg|Color Line|Executive Post CEO|1695345|Mand
5000578|Odd Grønberg|Color Line|directorship|1772971|Mand
5000486|Lars Ole Kornum|Color Print|directorship|237141|Mand
5000486|Allan Bach Pedersen|Color Print|directorship|244055|Mand
5000486|Lars Østergaard|Color Print|Executive Post CEO|521538|Mand
5000486|Ulrik Christian Giese|Color Print|Executive Post CFO|687422|Mand
5000486|Kim Graven Nielsen|Color Print|Member of the board chairman|716479|Mand
5000486|John Andersen|Color Print|Directorship Employee representative|1676179|Mand
5000486|Thomas Strandquist|Color Print|directorship|1803158|Mand
5000462|Claus True Hougesen|Columbus IT Partner|directorship|313764|Mand
5000462|Ib Kunøe|Columbus IT Partner|Member of the board chairman|410956|Mand
5000462|Jørgen Leif Cadovius|Columbus IT Partner|directorship|469515|Mand
5000462|Sven Madsen|Columbus IT Partner|directorship|653373|Mand
5000462|Ulla Doria Krossteig|Columbus IT Partner|directorship|686069|Kvinde
5000462|Thomas Gregers Honore|Columbus IT Partner|Executive Post CEO|1248283|Mand
5000322|Brian Bisgaard|Eurest|Executive Post|900362|Mand
5000322|Jesper Busk|Eurest|Executive Post CEO|1034582|Mand
5000322|Claus Rasmussen|Eurest|directorship Vice|1782005|Mand
5000322|Finn Tveen Dypping|Eurest|directorship|1807303|Mand
5000322|Philippe Alberta Maria Antonius Op de Beeck|Eurest|Member of the board chairman|7386438|Mand
5000322|Helle Grønfeldt Nimb|Eurest|directorship|16811864|Kvinde
5000541|Ib Kunøe|Consolidated Holdings (note)|Member of the board chairman|410956|Mand
5000541|Jacob Rosenstand Kunøe|Consolidated Holdings (note)|directorship|421425|Mand
5000541|Lone Schøtt Kunøe|Consolidated Holdings (note)|Executive Post CEO|537365|Kvinde
5000541|Sven Madsen|Consolidated Holdings (note)|directorship|653373|Mand
5000621|Ernst F Mittag|Container Centralen|directorship|343732|Mand
5000621|Kristian Johnsen Hundebøll|Container Centralen|Member of the board chairman|508606|Mand
5000621|Herman de Boon|Container Centralen|directorship Vice|954702|Mand
5000621|Lars Aage Sørensen|Container Centralen|directorship|973952|Mand
5000621|Hendrik Johannes Gerardus Salome|Container Centralen|directorship|1044351|Mand
5000621|Robert Roodenburg|Container Centralen|directorship|1138939|Mand
5000621|Roel de Jong|Container Centralen|Executive Post CEO|17165745|Mand
5000642|Arne Alexander Frank|Contex Group|Member of the board chairman|261313|Mand
5000642|Kaj Juul-Pedersen|Contex Group|directorship Vice|478903|Mand
5000642|Kenneth Aaby Sachse|Contex Group|Executive Post|489735|Mand
5000642|Peter Leschly|Contex Group|directorship|610327|Mand
5000642|Søren Thuun Jensen|Contex Group|directorship|1153437|Mand
5000642|Aage Langkjær Snorgaard|Contex Group|Executive Post CEO|1256303|Mand
5000642|Brian Steen Jensen|Contex Group|directorship|1298335|Mand
5000642|Per Olof Martin Frankling|Contex Group|directorship|1673959|Mand
5000642|Karl Mikael Norlander|Contex Group|directorship|1788072|Mand
5000033|Claus Solvig|Coop|Directorship Employee representative|313494|Mand
5000033|Jørgen Clausen|Coop|directorship|465419|Mand
5000033|Lasse Bolander|Coop|Member of the board chairman|521860|Mand
5000033|Ole Jakobsen|Coop|directorship|582629|Mand
5000033|Per Toelstang|Coop|Executive Post|603603|Mand
5000033|Thomas Bagge Olesen|Coop|directorship Vice|668026|Mand
5000033|Jan Madsen|Coop|Executive Post|1153066|Mand
5000033|Jesper Lien|Coop|Executive Post CEO|1212091|Mand
5000033|Elise Brøchner Larsen|Coop|Executive Post|1756401|Kvinde
5000033|Brian Petersen|Coop|Directorship Employee representative|1823428|Mand
5000033|Palle Birk|Coop|Directorship Employee representative|1823429|Mand
5000033|Claus Holst-Gydesen|Coop|directorship|17177696|Mand
5000033|Pernille Spiers Lopez|Coop|directorship|17177697|Kvinde
5001002|Johan Olof Stålnacke|Coor Service Manage.|directorship|450811|Mand
5001002|Jørgen Michael Utzon|Coor Service Manage.|directorship|470138|Mand
5001002|Mats Åke Jønsson|Coor Service Manage.|directorship|548309|Mand
5001002|Jens Ebbe Rasmussen|Coor Service Manage.|directorship|1065905|Mand
5000232|Peter Schaumburg-Müller|Copenship|Member of the board chairman|235760|Mand
5000232|Rene Lindholt Høyer|Copenship|directorship|318730|Mand
5000232|Morten Ejvind Mortensen|Copenship|directorship|562900|Mand
5000232|Jørgen Larsen|Copenship|Executive Post|1035565|Mand
5000232|Claus Finderup Grove|Copenship|Executive Post|1263594|Mand
5000232|Michael Irvine Fenger|Copenship|Executive Post|1279180|Mand
5000141|Hans Ole Voigt|COWI (note)|directorship|384453|Mand
5000141|Henrik Gürtler|COWI (note)|Member of the board chairman|401669|Mand
5000141|Jørgen Vilhelm Løvenørn Bardenfleth|COWI (note)|directorship|473472|Mand
5000141|Keld Sørensen|COWI (note)|Executive Post|489134|Mand
5000141|Niels Fog|COWI (note)|directorship|919971|Mand
5000141|Lars Peter Søbye|COWI (note)|Executive Post CEO|1074083|Mand
5000141|Lone Askjær Hass|COWI (note)|Executive Post|1263480|Kvinde
5000141|Jens Erik Blumensaadt Jensen|COWI (note)|directorship|1300808|Mand
5000141|Jens Brendstrup|COWI (note)|directorship|1311135|Mand
5000141|Thomas Stig Plenborg|COWI (note)|directorship|1405719|Mand
5000141|Rasmus Ødum|COWI (note)|Executive Post|1651607|Mand
5000141|Michael Bindseil|COWI (note)|directorship Vice|1856371|Mand
5000141|Kirsti Ranum Engebretsen Larssen|COWI (note)|directorship|17162092|Kvinde
5000354|Jeffrey Jerome Prosinski|CP Kelco|Executive Post|1103384|Mand
5000354|Donald George Rubright|CP Kelco|Executive Post|1363996|Mand
5000939|Svend Ove Jensen|Credin Bageripartner|directorship|236352|Mand
5000939|Bente Lundgaard|Credin Bageripartner|directorship|276784|Kvinde
5000939|Christian Ubbesen|Credin Bageripartner|directorship|309159|Mand
5000939|Henning Jensen|Credin Bageripartner|Executive Post CEO|396632|Mand
5000939|Ulf Thore Svensson|Credin Bageripartner|directorship|700842|Mand
5000939|Søren Bregnhoved Jensen|Credin Bageripartner|directorship|1630247|Mand
5000939|Lars Bennike Beck Pedersen|Credin Bageripartner|directorship|2000082|Mand
5000663|Claus Bering|CRH Concrete|Executive Post CEO|310959|Mand
5000663|Peter Røy|CRH Concrete|directorship|950803|Mand
5000663|Arijan Johan Bakker|CRH Concrete|directorship|1430636|Mand
5000663|Vagn Erik Nielsen|CRH Concrete|directorship|1678111|Mand
5000663|Erik Jan Bax|CRH Concrete|Member of the board chairman|1886395|Mand
5000421|Henrik Kaj Mortensen|Crisplant|Executive Post|402691|Mand
5000421|Mads Bach Christensen|Crisplant|Executive Post|539076|Mand
5000421|Finn Henry Laugesen|Crisplant|Executive Post|1691370|Mand
5000421|Finn Lyng Pedersen|Crisplant|Executive Post|1762800|Mand
5000421|Christoph Beumer|Crisplant|Member of the board chairman|1775405|Mand
5000421|Klaus Schäfer|Crisplant|Executive Post CEO|1837829|Mand
5000165|Guy Martin Hains|CSC Danmark|Member of the board chairman|372786|Mand
5000165|Lotte Mikkelsen|CSC Danmark|Directorship Employee representative|538016|Kvinde
5000165|Jørgen Jakobsen|CSC Danmark|directorship Vice|964708|Mand
5000165|Jens Axel Arnold Hansen|CSC Danmark|directorship|1097682|Mand
5000165|Tommy Brandt|CSC Danmark|directorship|1414476|Mand
5000165|John Francis Walsh III|CSC Danmark|Executive Post CEO|16912869|Mand
5000918|Henrik Hebbelstru|Cubic-Modulsystem|directorship|401880|Mand
5000918|Jacob Møller Knudsen|Cubic-Modulsystem|directorship|421282|Mand
5000918|Jan Vestergaard Olsen|Cubic-Modulsystem|Member of the board chairman|429420|Mand
5000918|Jens Torben Fristrup|Cubic-Modulsystem|directorship|442837|Mand
5000918|Stig Bent Behrensdorff|Cubic-Modulsystem|directorship|993952|Mand
5000918|Jesper Fristrup|Cubic-Modulsystem|directorship|1194319|Mand
5000918|Henrik Jensen|Cubic-Modulsystem|Directorship Employee representative|1356901|Mand
5000918|Svend Nielsen-Gøgsig|Cubic-Modulsystem|Directorship Employee representative|1356904|Mand
5000113|Jouri Chapochnikova|D.F.N. Olie|Executive Post CEO|461419|Mand
5000113|Peer B. Petersen|D.F.N. Olie|Member of the board chairman|595760|Mand
5000113|Vladimir Pavlovich Morozov|D.F.N. Olie|directorship|694694|Mand
5000113|Ekaterina Shaposhnikova|D.F.N. Olie|directorship|1557827|Kvinde
5000762|Hans Peter Poulsen|D.P.P. Holding|Executive Post|385432|Mand
5000883|Andy Nørregaard Andersen|Dacapo Stainless|Member of the board chairman|250462|Mand
5000883|Henrik Saxtrup Sylvest|Dacapo Stainless|Executive Post|404582|Mand
5000883|Jesper Klein-Petersen|Dacapo Stainless|directorship|445951|Mand
5000883|Kristian Saxtrup Sylvest|Dacapo Stainless|Executive Post CEO|961886|Mand
5000883|Michael Mortensen|Dacapo Stainless|directorship|1364923|Mand
5000577|Finn Skoubo Pedersen|Dachser Danmark|Executive Post Managing Dir|350828|Mand
5000577|Niels Anker Michaelsen|Dachser Danmark|directorship|566511|Mand
5000577|Per Lund|Dachser Danmark|Executive Post|601271|Mand
5000577|Joseph Hecht|Dachser Danmark|directorship|1198138|Mand
5000577|Michael Schilling|Dachser Danmark|Member of the board chairman|1198139|Mand
5000577|Rudieger Klug|Dachser Danmark|Executive Post|1954566|NA
5000369|Boris Nørgaard Kjeldsen|DADES|directorship|292589|Mand
5000369|Carsten Johan Koch|DADES|directorship|301938|Mand
5000369|Flemming Ellebæk Borreskov|DADES|directorship|352435|Mand
5000369|Jørgen Bent Danielsen|DADES|directorship|464305|Mand
5000369|Kim Nielsen|DADES|Executive Post|493553|Mand
5000369|Oluf Christian Engell|DADES|Member of the board chairman|587808|Mand
5000369|Sten Scheibye|DADES|directorship|646364|Mand
5000369|Søren Møller Nielsen|DADES|directorship|663353|Mand
5000806|Erik Skipper Larsen|Dagbladet Børsen|directorship|339981|Mand
5000806|Hans Jakob Bonnier|Dagbladet Børsen|directorship|381306|Mand
5000806|Michael Cordsen|Dagbladet Børsen|directorship|551896|Mand
5000806|Allan Nordahl Hansen|Dagbladet Børsen|Executive Post|704692|Mand
5000806|Lars Anders Eriksson|Dagbladet Børsen|Member of the board chairman|1443592|Mand
5000806|Charlotte Dam Hansen|Dagbladet Børsen|Directorship Employee representative|1445225|Kvinde
5000806|Peter Buck Rasmussen|Dagbladet Børsen|directorship|1665253|Mand
5000806|Claus Thykjær Andersen|Dagbladet Børsen|directorship|1852703|Mand
5000806|Anders Bjørn Krab-Johansen|Dagbladet Børsen|Executive Post CEO|1974877|Mand
5000806|Karmo Kaas-Lutsberg|Dagbladet Børsen|directorship|7360619|Mand
5000040|Anders Colding Friis|DAGROFA A/S|Member of the board chairman|235452|Mand
5000040|Keld Lakshøj-Hansen|DAGROFA A/S|Directorship Employee representative|321243|Mand
5000040|Henrik Gundelach|DAGROFA A/S|Executive Post CEO|401662|Mand
5000040|Steen Gede|DAGROFA A/S|directorship|642396|Mand
5000040|Gotfred Stordal Christiansen|DAGROFA A/S|Executive Post|1680457|Mand
5000040|Aksel Gybel Jensen|DAGROFA A/S|directorship Vice|241013|Mand
5000040|Carsten Møller Christiansen|DAGROFA A/S|Executive Post|302559|Mand
5000040|Flemming Dammann|DAGROFA A/S|directorship|2000135|Mand
5000040|Mogens Haahr Bagger|DAGROFA A/S|Executive Post|558821|Mand
5000040|Niels Jørgen Frederiksen|DAGROFA A/S|directorship|571033|Mand
5000040|Per Rasmussen|DAGROFA A/S|directorship|235674|Mand
5000420|Carsten Lehrmann|Daka|directorship|302236|Mand
5000420|Frank Belmann|Daka|directorship|356695|Mand
5000420|Hans Hartvig Klejsgaard Hansen|Daka|Member of the board chairman|380180|Mand
5000420|Henrik Holst-Pedersen|Daka|Member of the board chairman|402150|Mand
5000420|Jan Hinderfeldt Isager|Daka|directorship|425555|Mand
5000420|Johan Olof Mattsson|Daka|directorship|450809|Mand
5000420|Niels Christian Leth Nielsen|Daka|directorship|567699|Mand
5000420|Svend Erik Sørensen|Daka|directorship|656418|Mand
5000420|Søren Foged Overgaard|Daka|directorship|660932|Mand
5000420|Vagn Rasmussen|Daka|directorship|1024983|Mand
5000420|Erik Krabbe|Daka|directorship|1271993|Mand
5000420|Lars Fredrik Ingemar Jönsson|Daka|directorship|1374899|Mand
5000420|Kurt Stoffel|Daka|directorship|1399497|Mand
5000420|Kjær Holm Andreasen|Daka|Executive Post|1399498|Mand
5000420|Jan Magnus Lindholm|Daka|directorship|1444614|Mand
5000420|Lars Krause-Kjær|Daka|Executive Post CEO|1753998|Mand
5000420|Jacob Martin Andersen|Daka|directorship|1841273|Mand
5000420|Rikke Klitgaard Friis|Daka|directorship|1841274|Kvinde
5000420|Karl Magnus Sigvard Sjöholm|Daka|directorship|1891690|Mand
5000240|Sven Gustav Sören Mellstig|Dako|directorship|653063|Mand
5000240|Egil Mølsted Madsen|Dako|Executive Post CFO|1065270|Mand
5000240|Morten Hummelmose|Dako|directorship|1416522|Mand
5000240|Mats Bertil Fischier|Dako|Member of the board chairman|1450651|Mand
5000240|Hans Ture Staffan Ek|Dako|directorship|1489303|Mand
5000240|Lars Erik Holmqvist|Dako|Executive Post CEO|1694559|Mand
5000240|Claude Joseph Crawford|Dako|directorship|1751918|Mand
5000240|Erich Rolf Reinhardt|Dako|directorship|1754333|Mand
5000186|Agnete Raaschou-Nielsen|DLH|directorship|240525|Kvinde
5000186|Aksel Christian Lauesgaard Nissen|DLH|directorship|240909|Mand
5000186|John Stær|DLH|directorship|458256|Mand
5000186|Kent Arentoft|DLH|Executive Post CEO|490642|Mand
5000186|Kristian Kolding|DLH|directorship Vice|508663|Mand
5000186|Kurt Anker Nielsen|DLH|Member of the board chairman|511947|Mand
5000186|Lars Green|DLH|directorship|1161206|Mand
5000186|Jesper Birkefeldt|DLH|directorship|1295973|Mand
5000186|Johannes Borglykke Sørensen|DLH|directorship|1825526|Mand
5000186|Ann Høy-Thomsen|DLH|Directorship Employee representative|1857487|Kvinde
5000547|Erik Vad Nielsen|Dalum Papir|Member of the board elected by employees|1088224|Mand
5000547|Guy Maurice Marie Leonard|Dalum Papir|Member of the board chairman|1490164|Mand
5000547|Isabelle Anne Irene Flore Boccon-Gibod|Dalum Papir|directorship|1724008|Kvinde
5000547|Philippe Jean Paul Lacombe|Dalum Papir|directorship|1724010|Mand
5000547|Agnes Marie Therese Roger|Dalum Papir|Executive Post CEO|7369269|Kvinde
5000547|Jørgen Phillip|Dalum Papir|directorship|7369270|Mand
5000063|Alison Johanne Frazer Riegels|D/S Norden|directorship Vice|243949|Kvinde
5000063|Erling Højsgaard|D/S Norden|directorship|342297|Mand
5000063|Karsten Sivebæk Knudsen|D/S Norden|directorship|487109|Mand
5000063|Klaus Nyborg|D/S Norden|directorship|501487|Mand
5000063|Mogens Christian Hugo|D/S Norden|directorship Chairman|558072|Mand
5000063|Hans Michael Tønnes Jørgensen|D/S Norden|Executive Post|970644|Mand
5000063|Carsten Mortensen|D/S Norden|Executive Post CEO .|988227|Mand
5000063|Ole Clausen|D/S Norden|directorship|1080797|Mand
5000063|Benn Pyrmont Johansen|D/S Norden|Directorship Employee representative|1587855|Mand
5000063|Arvid Grundekjøn|D/S Norden|directorship|1734806|Mand
5000063|Jacob Koch Nielsen|D/S Norden|directorship|17163799|Mand
5000249|Casper Moltke|Damstahl|directorship|303739|Mand
5000249|Jan-Mikael Staalros|Damstahl|Executive Post CEO|429937|Mand
5000249|Harry Joseph Ehrenberg|Damstahl|Member of the board chairman|721432|Mand
5000249|Wolf Ehrenberg|Damstahl|directorship Vice|1851391|Mand
5000249|Ilona Senderowicz|Damstahl|directorship|1894043|Kvinde
5000209|Alvin Kristian Rosvoll|Dan Agro|directorship|246113|Mand
5000209|Carsten Kildegaard Lauridsen|Dan Agro|directorship Vice|302059|Mand
5000209|Christian Pagaard Junker|Dan Agro|Member of the board chairman|308404|Mand
5000209|Jørgen Hesselbjerg Mikkelsen|Dan Agro|directorship|467639|Mand
5000209|Lauge Klarskov Jakobsen|Dan Agro|directorship|522310|Mand
5000209|Leif Mølgaard Haubjerg|Dan Agro|directorship|525513|Mand
5000209|Niels Jørgen Bønløkke|Dan Agro|directorship|570973|Mand
5000209|Søren Aage Rathcke|Dan Agro|Executive Post|659198|Mand
5000209|Henning Haahr|Dan Agro|Executive Post|1927584|Mand
5000647|Erling Hessellund Eskildsen|Dan Cake|Member of the board chairman|342240|Mand
5000647|Jørn Ankær Thomsen|Dan Cake|directorship|474049|Mand
